# VELOCITY:     BLOCK_AVE_POFV	PROG_AVE_POFV:        ERROR:
     3.48839   0.0365417   0.0327716  0.00190135
     3.67696   0.0246389   0.0237976  0.00177686
     3.86552    0.023625   0.0203588  0.00185894
     4.05408  0.00747222   0.0165854  0.00175364
     4.24264   0.0165741   0.0147014  0.00159533
      4.4312  0.00875926   0.0103331  0.00140807
     4.61976  0.00894907  0.00848585  0.00122002
     4.80833  0.00534259  0.00524408 0.000909791
     4.99689   0.0050463  0.00277006 0.000623905
     5.18545  0.00148611   0.0024501 0.000490145
     5.37401  0.00358333   0.0017356 0.000371156
     5.56257  0.00173611  0.00173457 0.000438572
   0.0942809 0.000703704 0.000598197  0.00023203
    0.282843  0.00350926  0.00414522 0.000993836
    0.471405    0.010588    0.010855  0.00114739
    0.659966    0.013625   0.0227269  0.00223978
    0.848528   0.0256944   0.0278504  0.00218929
     1.03709   0.0359398   0.0398277  0.00243581
     1.22565    0.036838   0.0458043  0.00352474
     1.41421   0.0430787   0.0595097  0.00275315
     1.60278   0.0594676   0.0640234  0.00272568
     1.79134   0.0796944   0.0724866  0.00256544
      1.9799     0.05775   0.0774444  0.00363654
     2.16846   0.0727593   0.0738275  0.00189968
     2.35702   0.0842685   0.0666879  0.00287746
     2.54558   0.0846898   0.0713068  0.00290389
     2.73415   0.0764815   0.0623185  0.00286122
     2.92271   0.0725602   0.0549725   0.0026072
     3.11127   0.0562639   0.0556425  0.00174618
     3.29983   0.0427824   0.0447909  0.00181476
     3.48839   0.0426806   0.0332931  0.00187144
     3.67696   0.0308704   0.0241698   0.0017219
     3.86552   0.0174537   0.0202059  0.00176738
     4.05408   0.0173611   0.0166262  0.00166182
     4.24264   0.0108704   0.0144998  0.00152406
      4.4312  0.00841204    0.010232  0.00133759
     4.61976  0.00246759   0.0081691  0.00119622
     4.80833  0.00793519  0.00538572 0.000872863
     4.99689  0.00393519  0.00283138 0.000594074
     5.18545  0.00108333  0.00237817 0.000469597
     5.37401 0.000236111  0.00165668 0.000359914
     5.56257           0  0.00164327 0.000424885
   0.0942809           0 0.000568287 0.000222348
    0.282843           0  0.00393796 0.000965514
    0.471405  0.00174537   0.0103995  0.00117696
    0.659966   0.0147222   0.0223266  0.00216325
    0.848528   0.0201806   0.0274669  0.00211314
     1.03709   0.0338935    0.039531  0.00233202
     1.22565   0.0351713   0.0452727  0.00338836
     1.41421   0.0487731   0.0589729  0.00266732
     1.60278   0.0398102   0.0628127  0.00284559
     1.79134   0.0751991   0.0726222  0.00244075
      1.9799   0.0865694   0.0779007  0.00348321
     2.16846   0.0929769    0.074785  0.00203171
     2.35702   0.0778519   0.0672461  0.00278721
