#BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         494     1.95172     1.96272 0.000498652
         495     1.95142      1.9627 0.000498167
         496     1.95117     1.96267 0.000497704
         497     1.95096     1.96265 0.000497261
         498     1.95079     1.96263 0.000496833
         499     1.95066      1.9626 0.000496415
         500     1.95058     1.96258 0.000496004
         501     1.95055     1.96255 0.000495595
         502     1.95056     1.96253 0.000495183
         503     1.95061     1.96251 0.000494765
         504     1.95071     1.96248 0.000494337
         505     1.95085     1.96246 0.000493894
         506     1.95103     1.96244 0.000493434
         507     1.95125     1.96242 0.000492954
         508     1.95151     1.96239 0.000492451
         509      1.9518     1.96237 0.000491923
         510     1.95212     1.96235  0.00049137
         511     1.95246     1.96233 0.000490789
         512     1.95284     1.96232 0.000490181
         513     1.95323      1.9623 0.000489545
         514     1.95364     1.96228 0.000488882
         515     1.95407     1.96226 0.000488192
         516     1.95451     1.96225 0.000487477
         517     1.95496     1.96224 0.000486738
         518     1.95542     1.96222 0.000485976
         519     1.95588     1.96221 0.000485193
         520     1.95634      1.9622 0.000484391
         521      1.9568     1.96219 0.000483572
         522     1.95725     1.96218 0.000482738
         523      1.9577     1.96217 0.000481891
         524     1.95814     1.96216 0.000481033
         525     1.95857     1.96216 0.000480165
         526     1.95898     1.96215  0.00047929
         527     1.95938     1.96214  0.00047841
         528     1.95977     1.96214 0.000477525
         529     1.96013     1.96214 0.000476637
         530     1.96048     1.96213 0.000475748
         531     1.96081     1.96213 0.000474859
         532     1.96112     1.96213  0.00047397
         533      1.9614     1.96213 0.000473083
         534     1.96166     1.96213 0.000472198
         535      1.9619     1.96213 0.000471315
         536     1.96212     1.96213 0.000470436
         537     1.96231     1.96213  0.00046956
         538     1.96248     1.96213 0.000468688
         539     1.96262     1.96213 0.000467819
         540     1.96273     1.96213 0.000466954
         541     1.96282     1.96213 0.000466092
         542     1.96288     1.96213 0.000465235
         543     1.96291     1.96213  0.00046438
         544     1.96292     1.96213 0.000463529
         545      1.9629     1.96214  0.00046268
         546     1.96286     1.96214 0.000461835
         547     1.96278     1.96214 0.000460992
         548     1.96268     1.96214 0.000460152
         549     1.96255     1.96214 0.000459314
         550     1.96239     1.96214 0.000458479
         551     1.96221     1.96214 0.000457647
         552       1.962     1.96214 0.000456818
         553     1.96176     1.96214 0.000455993
         554     1.96149     1.96214 0.000455171
         555      1.9612     1.96214 0.000454354
         556     1.96089     1.96213 0.000453542
         557     1.96054     1.96213 0.000452737
         558     1.96017     1.96213 0.000451939
         559     1.95978     1.96212 0.000451151
         560     1.95936     1.96212 0.000450372
         561     1.95893     1.96211 0.000449605
         562     1.95846     1.96211 0.000448852
         563     1.95798      1.9621 0.000448114
         564     1.95748     1.96209 0.000447395
         565     1.95696     1.96208 0.000446695
         566     1.95642     1.96207 0.000446018
         567     1.95587     1.96206 0.000445366
         568      1.9553     1.96205 0.000444741
         569     1.95472     1.96204 0.000444146
         570     1.95413     1.96202 0.000443583
         571     1.95353     1.96201 0.000443056
         572     1.95292     1.96199 0.000442566
         573     1.95231     1.96198 0.000442116
         574      1.9517     1.96196 0.000441709
         575     1.95109     1.96194 0.000441345
         576     1.95048     1.96192 0.000441027
         577     1.94987      1.9619 0.000440756
         578     1.94928     1.96188 0.000440534
         579     1.94869     1.96185 0.000440361
         580     1.94812     1.96183 0.000440238
         581     1.94757      1.9618 0.000440164
         582     1.94703     1.96178 0.000440139
         583     1.94652     1.96175 0.000440162
         584     1.94603     1.96173 0.000440231
         585     1.94556      1.9617 0.000440345
         586     1.94513     1.96167   0.0004405
         587     1.94472     1.96164 0.000440695
         588     1.94435     1.96161 0.000440925
         589     1.94402     1.96158 0.000441188
         590     1.94372     1.96155 0.000441478
         591     1.94345     1.96152 0.000441791
         592     1.94323     1.96149 0.000442124
         593     1.94305     1.96146 0.000442471
         594     1.94291     1.96143 0.000442827
         595     1.94281      1.9614 0.000443187
         596     1.94275     1.96137 0.000443547
         597     1.94273     1.96133 0.000443902
         598     1.94275      1.9613 0.000444246
         599     1.94281     1.96127 0.000444577
         600      1.9429     1.96124 0.000444889
         601     1.94304     1.96121 0.000445178
         602     1.94321     1.96118 0.000445442
         603     1.94341     1.96115 0.000445678
         604     1.94364     1.96112 0.000445882
         605      1.9439     1.96109 0.000446052
         606     1.94419     1.96107 0.000446188
         607      1.9445     1.96104 0.000446287
         608     1.94483     1.96101 0.000446349
         609     1.94517     1.96099 0.000446373
         610     1.94553     1.96096  0.00044636
         611     1.94591     1.96094 0.000446309
         612     1.94629     1.96091 0.000446221
         613     1.94667     1.96089 0.000446098
         614     1.94706     1.96087  0.00044594
         615     1.94744     1.96085 0.000445748
         616     1.94783     1.96082 0.000445525
         617     1.94821      1.9608 0.000445272
         618     1.94858     1.96078 0.000444991
         619     1.94894     1.96076 0.000444684
         620     1.94929     1.96075 0.000444352
         621     1.94962     1.96073 0.000443997
         622     1.94994     1.96071 0.000443622
         623     1.95025     1.96069 0.000443227
