#BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         605   0.0943907   0.0929601 0.000230778
         606   0.0941539    0.092962 0.000230405
         607   0.0939148   0.0929636 0.000230031
         608   0.0936759   0.0929648 0.000229656
         609   0.0934395   0.0929656  0.00022928
         610   0.0932058   0.0929659 0.000228904
         611    0.092977    0.092966  0.00022853
         612   0.0927537   0.0929656 0.000228156
         613   0.0925383   0.0929649 0.000227785
         614   0.0923308   0.0929639 0.000227417
         615   0.0921334   0.0929625 0.000227051
         616   0.0919464   0.0929609 0.000226688
         617   0.0917709    0.092959 0.000226329
         618   0.0916072   0.0929568 0.000225973
         619   0.0914567   0.0929543 0.000225621
         620   0.0913202   0.0929517 0.000225273
         621   0.0911974   0.0929489 0.000224928
         622   0.0910894   0.0929459 0.000224586
         623   0.0909956   0.0929428 0.000224247
         624    0.090916   0.0929395 0.000223912
         625   0.0908517   0.0929362 0.000223578
         626   0.0908013   0.0929328 0.000223247
         627   0.0907651   0.0929293 0.000222918
         628   0.0907424   0.0929258  0.00022259
         629   0.0907332   0.0929223 0.000222263
         630   0.0907369   0.0929189 0.000221938
         631   0.0907525   0.0929154 0.000221613
         632   0.0907786   0.0929121 0.000221288
         633   0.0908154   0.0929087 0.000220963
         634   0.0908609   0.0929055 0.000220638
         635   0.0909146   0.0929024 0.000220313
         636   0.0909747   0.0928994 0.000219987
         637   0.0910399   0.0928964 0.000219661
         638   0.0911095   0.0928936 0.000219335
         639   0.0911827    0.092891 0.000219008
         640   0.0912557   0.0928884 0.000218681
         641   0.0913283    0.092886 0.000218353
         642   0.0913991   0.0928836 0.000218025
         643   0.0914664   0.0928814 0.000217697
         644   0.0915294   0.0928793 0.000217369
         645   0.0915857   0.0928773 0.000217042
         646   0.0916345   0.0928754 0.000216714
         647   0.0916747   0.0928736 0.000216387
         648    0.091705   0.0928718 0.000216061
         649   0.0917242     0.09287 0.000215735
         650   0.0917313   0.0928682  0.00021541
         651   0.0917264   0.0928665 0.000215086
         652    0.091708   0.0928647 0.000214764
         653   0.0916769   0.0928629 0.000214443
