#BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         353   -0.292749   -0.267422  0.00572022
         354   -0.255672   -0.267388  0.00570416
         355   -0.294584   -0.267465  0.00568861
         356   -0.318271   -0.267608  0.00567442
         357   -0.315342   -0.267741   0.0056601
         358   -0.299385    -0.26783  0.00564498
         359   -0.276824   -0.267855  0.00562931
         360   -0.290039   -0.267917  0.00561401
         361   -0.306857   -0.268024   0.0055995
         362   -0.305193   -0.268127  0.00558497
         363   -0.274554   -0.268145  0.00556961
         364   -0.243523   -0.268077  0.00555472
         365   -0.291335   -0.268141  0.00553987
         366   -0.332218   -0.268316   0.0055275
         367   -0.341388   -0.268515  0.00551602
         368   -0.329176    -0.26868  0.00550349
         369   -0.284422   -0.268723  0.00548874
         370   -0.287158   -0.268772  0.00547414
         371   -0.329875   -0.268937  0.00546186
         372   -0.342764   -0.269136  0.00545078
         373   -0.347689   -0.269346  0.00544023
         374   -0.352549   -0.269569  0.00543023
         375   -0.355566   -0.269798  0.00542059
         376   -0.355472   -0.270026  0.00541096
         377   -0.350579   -0.270239  0.00540083
         378   -0.335449   -0.270412   0.0053893
         379   -0.310496   -0.270518  0.00537611
         380   -0.295641   -0.270584  0.00536237
         381   -0.299944   -0.270661  0.00534885
         382   -0.308387    -0.27076  0.00533576
         383   -0.303155   -0.270844   0.0053225
         384    -0.31045   -0.270947  0.00530964
         385   -0.336402   -0.271117  0.00529857
         386   -0.343606   -0.271305  0.00528817
         387   -0.326643   -0.271448  0.00527644
         388   -0.303928   -0.271532   0.0052635
         389    -0.29963   -0.271604  0.00525047
         390   -0.310625   -0.271704  0.00523796
         391   -0.318095   -0.271823   0.0052259
         392   -0.317822    -0.27194  0.00521389
         393   -0.312906   -0.272044  0.00520166
         394   -0.308086   -0.272136  0.00518927
         395   -0.309011   -0.272229  0.00517697
         396   -0.311878   -0.272329  0.00516486
         397   -0.306408   -0.272415  0.00515257
         398   -0.291617   -0.272463  0.00513985
         399   -0.280909   -0.272485  0.00512701
         400   -0.295632   -0.272542  0.00511452
         401   -0.317813   -0.272655  0.00510301
         402   -0.321108   -0.272776  0.00509174
         403   -0.319089   -0.272891   0.0050804
         404   -0.319081   -0.273005  0.00506911
