,sigma,epochs,train_dim,loss,val_loss
66,0.3684210526315789,40.0,10.0,0.7309118509292603,0.8981564044952393
67,0.3684210526315789,50.0,10.0,0.5640114545822144,0.7950665354728699
68,0.3684210526315789,60.0,10.0,0.45093780755996704,0.7247087359428406
69,0.3684210526315789,70.0,10.0,0.37312889099121094,0.6742668747901917
70,0.3684210526315789,80.0,10.0,0.31848904490470886,0.6357990503311157
71,0.3684210526315789,90.0,10.0,0.2791326642036438,0.6044458746910095
72,0.42105263157894735,10.0,10.0,1.9239380359649658,1.6753736734390259
73,0.42105263157894735,20.0,10.0,1.3554160594940186,1.2964633703231812
74,0.42105263157894735,30.0,10.0,0.9801315069198608,1.0544606447219849
75,0.42105263157894735,40.0,10.0,0.7309118509292603,0.8981564044952393
76,0.42105263157894735,50.0,10.0,0.5640115141868591,0.7950665354728699
77,0.42105263157894735,60.0,10.0,0.45093783736228943,0.7247087359428406
78,0.42105263157894735,70.0,10.0,0.3731289207935333,0.6742668747901917
79,0.42105263157894735,80.0,10.0,0.31848904490470886,0.6357990503311157
80,0.42105263157894735,90.0,10.0,0.2791326642036438,0.6044458746910095
81,0.47368421052631576,10.0,10.0,1.9239380359649658,1.6753737926483154
82,0.47368421052631576,20.0,10.0,1.355415940284729,1.2964633703231812
83,0.47368421052631576,30.0,10.0,0.9801315069198608,1.0544606447219849
84,0.47368421052631576,40.0,10.0,0.7309118509292603,0.8981564044952393
85,0.47368421052631576,50.0,10.0,0.5640115737915039,0.7950665354728699
86,0.47368421052631576,60.0,10.0,0.4509378969669342,0.7247087359428406
87,0.47368421052631576,70.0,10.0,0.3731290400028229,0.6742668747901917
88,0.47368421052631576,80.0,10.0,0.3184890151023865,0.6357990503311157
89,0.47368421052631576,90.0,10.0,0.2791326642036438,0.6044458746910095
90,0.5263157894736842,10.0,10.0,1.9239380359649658,1.6753736734390259
91,0.5263157894736842,20.0,10.0,1.3554160594940186,1.2964633703231812
92,0.5263157894736842,30.0,10.0,0.9801315069198608,1.0544606447219849
93,0.5263157894736842,40.0,10.0,0.7309118509292603,0.8981564044952393
94,0.5263157894736842,50.0,10.0,0.5640115141868591,0.7950665354728699
95,0.5263157894736842,60.0,10.0,0.45093783736228943,0.7247087359428406
96,0.5263157894736842,70.0,10.0,0.3731290400028229,0.6742668747901917
